CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
27225000,Anza St: Arguello Blvd Intersection,100,ARGUELLO BLVD,Intersection,7/3/19,Treatment,No,
2421000,Arguello Blvd,100,Euclid Ave,Clement St,7/3/19,Treatment,Yes,Arterial
2420000,Arguello Blvd,100,Cornwall St,Euclid Ave,7/3/19,Treatment,Yes,Arterial
27562000,Arguello Blvd: Euclid Ave Intersection,100,EUCLID AVE,Intersection,7/3/19,Treatment,No,
2418000,Arguello Blvd,100,Sacramento St,California St,7/3/19,Treatment,Yes,Arterial
5155000,Ellert St,100,Bocana St,Bennington St,7/3/19,Treatment,Yes,Residential
2419000,Arguello Blvd,100,California St,Cornwall St,7/3/19,Treatment,Yes,Arterial
22792000,Darien Way: San Fernando Way Intersection,100,SAN FERNANDO WAY,Intersection,6/17/19,Treatment,No,
22796000,Darien Way: San Rafael Way Intersection,100,SAN RAFAEL WAY,Intersection,6/17/19,Treatment,No,
22773000,Darien Way: Santa Ana Ave Intersection,100,SANTA ANA AVE,Intersection,6/17/19,Treatment,No,
22772000,Darien Way: San Benito Way Intersection,100,SAN BENITO WAY,Intersection,6/17/19,Treatment,No,
22791000,Darien Way: San Leandro Way Intersection,100,SAN LEANDRO WAY,Intersection,6/17/19,Treatment,No,
3725000,Carrizal St,100,Parque Dr,Geneva Ave,6/12/19,Treatment,Yes,Residential
7800000,Kelloch Ave,100,Schwerin St,Acacia St \ Velasco Ave,6/12/19,Treatment,Yes,Residential
12619000,Tocoloma Ave,100,End,Blanken Ave,6/12/19,Treatment,Yes,Residential
2927000,Benton Ave,100,Genebern Way,College Ave,6/11/19,Treatment,Yes,Residential
13493000,Wawona St,100,39th Ave,40th Ave,6/11/19,Treatment,Yes,Residential
12470000,Teddy Ave,100,Delta St,Elliot St,6/11/19,Treatment,Yes,Residential
5048000,Eastwood Dr,100,San Ramon Way,Wildwood Way,6/11/19,Treatment,Yes,Residential
4234000,Cole St,100,Fulton St,Grove St,6/11/19,Treatment,Yes,Residential
12468000,Teddy Ave,100,Alpha St,Rutland St,6/11/19,Treatment,Yes,Residential
8554000,Lyon St,100,Haight St,Page St,6/11/19,Treatment,Yes,Residential
10851000,Quintara St,72,15th Ave \ Fanning Way,16th Ave,6/11/19,Treatment,Yes,Residential
4212000,Clipper St,100,Church St,Sanchez St,6/3/19,Treatment,Yes,Arterial
4211000,Clipper St,100,Dolores St,Church St,6/3/19,Treatment,Yes,Arterial
25644000,Clipper St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,6/3/19,Treatment,No,
4213000,Clipper St,100,Sanchez St,Noe St,6/3/19,Treatment,Yes,Arterial
3081000,Brannan St,100,05th St,06th St \ I-280 Northbound \ I-280 Southbound,5/30/19,Treatment,Yes,Arterial
3088002,Brannan St,100,Langton St,08th St,5/30/19,Treatment,Yes,Arterial
1944000,42nd Ave,100,Taraval St,Ulloa St,5/30/19,Treatment,Yes,Residential
23600000,Brannan St: Delancey St Intersection,100,DELANCEY ST,Intersection,5/30/19,Treatment,No,
23895000,Brannan St: Butte Pl Intersection,100,BUTTE PL,Intersection,5/30/19,Treatment,No,
23913000,Boardman Pl: Brannan St Intersection,100,BRANNAN ST,Intersection,5/30/19,Treatment,No,
3082000,Brannan St,100,06th St \ I-280 Northbound \ I-280 Southbound,Harriet St,5/30/19,Treatment,Yes,Arterial
23873000,Brannan St: Gilbert St Intersection,100,GILBERT ST,Intersection,5/30/19,Treatment,No,
3085000,Brannan St,100,Boardman Pl,Butte Pl,5/30/19,Treatment,Yes,Arterial
3088001,Brannan St,100,07th St,Langton St,5/30/19,Treatment,Yes,Arterial
7843000,Kirkham St,100,05th Ave,06th Ave,5/30/19,Treatment,Yes,Residential
23891000,Brannan St: Harriet St Intersection,100,HARRIET ST,Intersection,5/30/19,Treatment,No,
3084000,Brannan St,100,Lucerne St,Boardman Pl,5/30/19,Treatment,Yes,Arterial
1906000,41st Ave,100,Anza St,Balboa St,5/30/19,Treatment,Yes,Residential
3071000,Brannan St,100,The Embarcadero,Delancey St,5/30/19,Treatment,Yes,Arterial
1907000,41st Ave,100,Balboa St,Cabrillo St,5/30/19,Treatment,Yes,Residential
3083000,Brannan St,100,Harriet St,Lucerne St,5/30/19,Treatment,Yes,Arterial
3087000,Brannan St,100,Gilbert St,07th St,5/30/19,Treatment,Yes,Arterial
3086000,Brannan St,100,Butte Pl,Gilbert St,5/30/19,Treatment,Yes,Arterial
23893000,Brannan St: Lucerne St Intersection,100,LUCERNE ST,Intersection,5/30/19,Treatment,No,
12133000,Steiner St,100,Ofarrell St,Geary Blvd,5/23/19,Treatment,Yes,Residential
27173000,Funston Ave: Irving St Intersection,100,IRVING ST,Intersection,5/17/19,Treatment,No,
2857000,Beach St,100,Divisadero St,Broderick St,5/14/19,Treatment,Yes,Residential
3976000,Chestnut St,100,Webster St,Fillmore St,5/13/19,Treatment,Yes,Collector
26741000,Buchanan St: Chestnut St Intersection,100,CHESTNUT ST,Intersection,5/13/19,Treatment,No,
3970000,Chestnut St,100,Van Ness Ave,Franklin St,5/13/19,Treatment,Yes,Collector
3986000,Chestnut St,100,Baker St,Lyon St,5/13/19,Treatment,Yes,Residential
3973000,Chestnut St,100,Octavia St,Laguna St,5/13/19,Treatment,Yes,Collector
3983000,Chestnut St,100,Divisadero St,Broderick St,5/13/19,Treatment,Yes,Collector
26979000,Broderick St: Chestnut St Intersection,100,CHESTNUT ST,Intersection,5/13/19,Treatment,No,
9923000,Olmstead St,100,Girard St,Brussels St,5/13/19,Treatment,Yes,Residential
3984000,Chestnut St,100,Broderick St,Richardson Ave,5/13/19,Treatment,Yes,Collector
26740000,Chestnut St: Laguna St Intersection,100,LAGUNA ST,Intersection,5/13/19,Treatment,No,
26763000,Chestnut St: Fillmore St Intersection,100,FILLMORE ST,Intersection,5/13/19,Treatment,No,
26977000,Chestnut St: Divisadero St Intersection,100,DIVISADERO ST,Intersection,5/13/19,Treatment,No,
26964000,Chestnut St: Pierce St Intersection,100,PIERCE ST,Intersection,5/13/19,Treatment,No,
3974000,Chestnut St,100,Laguna St,Buchanan St,5/13/19,Treatment,Yes,Collector
3979000,Chestnut St,100,Steiner St,Pierce St,5/13/19,Treatment,Yes,Collector
26720000,Chestnut St: Octavia St Intersection,100,OCTAVIA ST,Intersection,5/13/19,Treatment,No,
3977000,Chestnut St,100,Fillmore St,Mallorca Way,5/13/19,Treatment,Yes,Collector
3978000,Chestnut St,100,Mallorca Way,Steiner St,5/13/19,Treatment,Yes,Collector
26752000,Chestnut St: Webster St Intersection,100,WEBSTER ST,Intersection,5/13/19,Treatment,No,
5990000,Gambier St,100,Pioche St,Silliman St,5/13/19,Treatment,Yes,Residential
26771000,Chestnut St: Steiner St Intersection,100,STEINER ST,Intersection,5/13/19,Treatment,No,
26972000,Chestnut St: Scott St Intersection,100,SCOTT ST,Intersection,5/13/19,Treatment,No,
26772000,Chestnut St: Mallorca Way Intersection,100,MALLORCA WAY,Intersection,5/13/19,Treatment,No,
3975000,Chestnut St,100,Buchanan St,Webster St,5/13/19,Treatment,Yes,Collector
3972000,Chestnut St,100,Gough St,Octavia St,5/13/19,Treatment,Yes,Collector
1072000,21st Ave,100,Lake St,California St,5/9/19,Treatment,Yes,Residential
12035000,Southern Heights Ave,100,Carolina St,De Haro St,5/9/19,Treatment,Yes,Residential
27911000,43rd Ave: Geary Blvd Intersection,100,GEARY BLVD,Intersection,5/7/19,Treatment,No,
27988000,45th Ave: Geary Blvd Intersection,100,GEARY BLVD,Intersection,5/7/19,Treatment,No,
27986000,44th Ave: Geary Blvd Intersection,100,GEARY BLVD,Intersection,5/7/19,Treatment,No,
6104000,Geary Blvd,100,47th Ave,48th Ave,5/7/19,Treatment,Yes,Residential
6102000,Geary Blvd,100,45th Ave,46th Ave,5/7/19,Treatment,Yes,Residential
6101000,Geary Blvd,100,44th Ave,45th Ave,5/7/19,Treatment,Yes,Residential
27996000,47th Ave: Geary Blvd Intersection,100,GEARY BLVD,Intersection,5/7/19,Treatment,No,
27994000,46th Ave: Geary Blvd Intersection,100,GEARY BLVD,Intersection,5/7/19,Treatment,No,
6103000,Geary Blvd,100,46th Ave,47th Ave,5/7/19,Treatment,Yes,Residential
6100101,Geary Blvd,100,43rd Ave,44th Ave,5/7/19,Treatment,Yes,Residential
6100201,Geary Blvd,100,43rd Ave,44th Ave,5/7/19,Treatment,Yes,Residential
51580000,SAN BRUNO AVE,100,END,Intersection,5/1/19,Treatment,No,
11618000,Santiago St,100,27th Ave,28th Ave,4/29/19,Treatment,Yes,Residential
11487000,San Lorenzo Way,100,Portola Dr,Santa Monica Way,4/29/19,Treatment,Yes,Residential
11490000,San Lorenzo Way,100,Santa Monica Way,Santa Monica Way,4/29/19,Treatment,Yes,Residential
5520000,Filbert St,100,Buchanan St,Webster St,4/24/19,Treatment,Yes,Residential
25518000,Greenwich St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,4/24/19,Treatment,No,
1903000,41st Ave,100,Clement St,Geary Blvd,4/24/19,Treatment,Yes,Residential
25519000,Leavenworth St: Lurmont Ter Intersection,100,LURMONT TER,Intersection,4/24/19,Treatment,No,
8269000,Leavenworth St,100,Lombard St,Chestnut St,4/24/19,Treatment,Yes,Residential
8267000,Leavenworth St,100,Greenwich St,Lurmont Ter,4/24/19,Treatment,Yes,Residential
8268000,Leavenworth St,100,Lurmont Ter,Lombard St,4/24/19,Treatment,Yes,Residential
8266000,Leavenworth St,100,Filbert St,Greenwich St,4/24/19,Treatment,Yes,Residential
25530000,Leavenworth St: Lombard St Intersection,100,LOMBARD ST,Intersection,4/24/19,Treatment,No,
2633000,Baker St,100,Miley St,Greenwich St,4/22/19,Treatment,Yes,Residential
2637000,Baker St,100,Richardson Ave,Francisco St,4/22/19,Treatment,Yes,Residential
2631000,Baker St,100,Union St,Filbert St,4/22/19,Treatment,Yes,Residential
2626000,Baker St,100,Pacific Ave,Broadway,4/22/19,Treatment,Yes,Residential
27010000,Baker St: Bay St Intersection,100,BAY ST,Intersection,4/22/19,Treatment,No,
26881000,Baker St: Pacific Ave Intersection,100,PACIFIC AVE,Intersection,4/22/19,Treatment,No,
27007000,Baker St: Bay St Intersection,100,BAY ST,Intersection,4/22/19,Treatment,No,
2632000,Baker St,100,Filbert St,Miley St,4/22/19,Treatment,Yes,Residential
2639000,Baker St,100,Bay St,Bay St,4/22/19,Treatment,Yes,Residential
26883000,Baker St: Broadway Intersection,100,BROADWAY,Intersection,4/22/19,Treatment,No,
9028000,Miley St,100,End,Baker St,4/22/19,Treatment,Yes,Residential
2634000,Baker St,100,Greenwich St,Lombard St,4/22/19,Treatment,Yes,Residential
26890000,Baker St: Union St Intersection,100,UNION ST,Intersection,4/22/19,Treatment,No,
26889000,Baker St: Green St Intersection,100,GREEN ST,Intersection,4/22/19,Treatment,No,
2635000,Baker St,100,Lombard St,Chestnut St,4/22/19,Treatment,Yes,Residential
26897000,Baker St: Miley St Intersection,100,MILEY ST,Intersection,4/22/19,Treatment,No,
27005000,Baker St: Francisco St Intersection,100,FRANCISCO ST,Intersection,4/22/19,Treatment,No,
10886000,Racine Ln,100,Beeman Ln \ Wabash Ter,San Bruno Ave,4/22/19,Treatment,Yes,Residential
2638000,Baker St,100,Francisco St,Bay St,4/22/19,Treatment,Yes,Residential
12694000,Trenton St,100,Jackson St,Pacific Ave,4/17/19,Treatment,Yes,Residential
10975000,Revere Ave,100,Ingalls St,Jennings St,4/16/19,Treatment,Yes,Residential
7182000,Ina Ct,100,La Grande Ave \ Mansfield St,End,4/16/19,Treatment,Yes,Residential
6230000,Goethe St,100,San Jose Ave,Crystal St \ De Long St \ Rhine St,4/16/19,Treatment,Yes,Residential
4588000,Darien Way,100,Santa Ana Ave,San Benito Way,4/12/19,Treatment,Yes,Residential
4609000,Davis St,100,Davis Ct \ Jackson St,Broadway,4/12/19,Treatment,Yes,Residential
10986000,Rex Ave,100,Portola Dr,Juanita Way,4/12/19,Treatment,Yes,Residential
4589000,Darien Way,100,San Benito Way,Aptos Ave,4/12/19,Treatment,Yes,Residential
4586000,Darien Way,100,San Fernando Way,San Leandro Way,4/8/19,Treatment,Yes,Residential
4587000,Darien Way,100,San Leandro Way,Santa Ana Ave,4/8/19,Treatment,Yes,Residential
4585000,Darien Way,100,San Rafael Way,San Fernando Way,4/8/19,Treatment,Yes,Residential
4584000,Darien Way,100,Junipero Serra Blvd,San Rafael Way,4/8/19,Treatment,Yes,Residential
4337000,Congo St,100,Joost Ave,Mangels Ave,3/27/19,Treatment,Yes,Residential
2198000,Allison St,100,Morse St,Brunswick St,3/27/19,Treatment,Yes,Residential
2196000,Allison St,100,Mission St,Cross St,3/27/19,Treatment,Yes,Residential
24543000,02nd St: Natoma St Intersection,100,NATOMA ST,Intersection,3/14/19,Treatment,No,
133000,02nd St,100,Minna St,Natoma St,3/14/19,Treatment,Yes,Collector
23318000,Country Club Dr: Ocean Ave Intersection,100,OCEAN AVE,Intersection,3/14/19,Treatment,No,
4469000,Country Club Dr,100,Lancaster Ln,Huntington Dr,3/14/19,Treatment,Yes,Residential
131000,02nd St,100,Jessie St,Mission St,3/14/19,Treatment,Yes,Collector
4467000,Country Club Dr,100,Bonnie Brae Ln,Berkshire Way \ Brookhaven Ln,3/14/19,Treatment,Yes,Residential
4472000,Country Club Dr,100,Huntington Dr,End,3/14/19,Treatment,Yes,Residential
24540000,02nd St: Howard St Intersection,100,HOWARD ST,Intersection,3/14/19,Treatment,No,
4466000,Country Club Dr,100,End,Bonnie Brae Ln,3/14/19,Treatment,Yes,Residential
23328000,Berkshire Way: Brookhaven Ln \ Country Club Dr Intersection,100,BROOKHAVEN LN \ COUNTRY CLUB DR,Intersection,3/14/19,Treatment,No,
4465000,Country Club Dr,100,Lakeshore Dr,End,3/14/19,Treatment,Yes,Residential
23319000,Country Club Dr: Huntington Dr Intersection,100,HUNTINGTON DR,Intersection,3/14/19,Treatment,No,
24605000,02nd St: Jessie St Intersection,100,JESSIE ST,Intersection,3/14/19,Treatment,No,
33511000,Country Club Dr: Huntington Dr Intersection,100,HUNTINGTON DR,Intersection,3/14/19,Treatment,No,
4471000,Country Club Dr,100,Ocean Ave,Huntington Dr,3/14/19,Treatment,Yes,Residential
24594000,02nd St: Minna St Intersection,100,MINNA ST,Intersection,3/14/19,Treatment,No,
4468000,Country Club Dr,100,Berkshire Way \ Brookhaven Ln,Lancaster Ln,3/14/19,Treatment,Yes,Residential
23317000,Country Club Dr: End Intersection,100,END,Intersection,3/14/19,Treatment,No,
13709000,Woodhaven Ct,100,Forest Knolls Dr,End,3/14/19,Treatment,Yes,Residential
134000,02nd St,100,Natoma St,Howard St,3/14/19,Treatment,Yes,Collector
130000,02nd St,100,Stevenson St,Jessie St,3/14/19,Treatment,Yes,Collector
132000,02nd St,100,Mission St,Minna St,3/14/19,Treatment,Yes,Collector
129000,02nd St,100,Market St,Stevenson St,3/14/19,Treatment,Yes,Collector
24618000,02nd St: Stevenson St Intersection,100,STEVENSON ST,Intersection,3/14/19,Treatment,No,
4470000,Country Club Dr,100,Huntington Dr,Ocean Ave,3/14/19,Treatment,Yes,Residential
20807000,Jerrold Ave: Napoleon St Intersection,100,NAPOLEON ST,Intersection,3/13/19,Treatment,No,
23739000,De Haro St: Southern Heights Ave Intersection,100,SOUTHERN HEIGHTS AVE,Intersection,3/13/19,Treatment,No,
23531000,Illinois St: Marin St Intersection,100,MARIN ST,Intersection,3/13/19,Treatment,No,
8695000,Marin St,100,Michigan St,Illinois St,3/13/19,Treatment,Yes,Residential
23708000,23rd St: De Haro St Intersection,100,DE HARO ST,Intersection,3/13/19,Treatment,No,
7502000,Jerrold Ave,100,Upton St,Napoleon St,3/13/19,Treatment,Yes,Collector
2505000,Arthur Ave,100,03rd St \ Cargo Way,Quint St,3/13/19,Treatment,Yes,Arterial
1172000,22nd St,100,Rhode Island St,Kansas St,3/13/19,Treatment,Yes,Residential
1247000,23rd St,100,Rhode Island St,Kansas St,3/13/19,Treatment,Yes,Collector
5600000,Fitzgerald Ave,100,Ingalls St,Jennings St,3/13/19,Treatment,Yes,Residential
23529000,Marin St: Michigan St Intersection,100,MICHIGAN ST,Intersection,3/13/19,Treatment,No,
8696000,Marin St,100,Illinois St,03rd St,3/13/19,Treatment,Yes,Residential
4637000,De Haro St,100,22nd St,23rd St,3/12/19,Treatment,Yes,Residential
7736000,Kansas St,100,Humboldt St,23rd St,3/12/19,Treatment,Yes,Residential
23709000,22nd St: De Haro St Intersection,100,DE HARO ST,Intersection,3/12/19,Treatment,No,
23697000,24th St: Rhode Island St Intersection,100,RHODE ISLAND ST,Intersection,3/12/19,Treatment,No,
7735000,Kansas St,100,22nd St,Humboldt St,3/12/19,Treatment,Yes,Residential
23726000,22nd St: Kansas St Intersection,100,KANSAS ST,Intersection,3/12/19,Treatment,No,
4636000,De Haro St,100,Southern Heights Ave,22nd St,3/12/19,Treatment,Yes,Residential
1244000,23rd St,100,End,Carolina St,3/12/19,Treatment,Yes,Residential
1325000,24th St,100,Rhode Island St,Kansas St,3/12/19,Treatment,Yes,Residential
1173000,22nd St,100,Kansas St,Vermont St,3/12/19,Treatment,Yes,Residential
9580000,Newhall St,100,Williams Ave,Armstrong Ave,3/6/19,Treatment,Yes,Residential
9399000,Moscow St,100,Excelsior Ave,Brazil Ave,3/6/19,Treatment,Yes,Residential
11357000,San Bruno Ave,100,19th St,20th St,3/6/19,Treatment,Yes,Residential
21621000,Excelsior Ave: Moscow St Intersection,100,MOSCOW ST,Intersection,3/6/19,Treatment,No,
12767000,Twin Peaks Blvd,100,Palo Alto Ave,Burnett Ave,3/6/19,Treatment,Yes,Residential
11356000,San Bruno Ave,100,18th St,19th St,3/6/19,Treatment,Yes,Residential
23348000,32nd Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,3/6/19,Treatment,No,
9582002,Newhall St,100,Lydia Ave,Bitting Ave,3/6/19,Treatment,Yes,Residential
26255000,Saint Germain Ave: Twin Peaks Blvd Intersection,100,TWIN PEAKS BLVD,Intersection,3/6/19,Treatment,No,
4908000,Donner Ave,100,Ingalls St,Jennings St,3/6/19,Treatment,Yes,Residential
21314000,Coleridge St: Eugenia Ave Intersection,100,EUGENIA AVE,Intersection,3/6/19,Treatment,No,
8717000,Mariposa St,100,Pennsylvania Ave,Mississippi St,3/6/19,Treatment,Yes,Arterial
20449000,Donner Ave: Ingalls St Intersection,100,INGALLS ST,Intersection,3/6/19,Treatment,No,
12808000,Ulloa St,100,31st Ave,32nd Ave,3/6/19,Treatment,Yes,Residential
32956000,PALO ALTO AVE,100,TWIN PEAKS BLVD,Intersection,3/6/19,Treatment,No,
23765000,19th St: San Bruno Ave Intersection,100,SAN BRUNO AVE,Intersection,3/6/19,Treatment,No,
20540000,Carroll Ave: Issleib Ave \ Newhall St Intersection,100,ISSLEIB AVE \ NEWHALL ST,Intersection,3/6/19,Treatment,No,
1695000,31st Ave,100,Taraval St,Ulloa St,3/6/19,Treatment,Yes,Residential
34008000,Bitting Ave: Newhall St Intersection,100,NEWHALL ST,Intersection,3/6/19,Treatment,No,
9402000,Moscow St,100,Russia Ave,France Ave,3/6/19,Treatment,Yes,Residential
12764000,Twin Peaks Blvd,100,Mountain Spring Ave \ Raccoon Dr,Saint Germain Ave,3/6/19,Treatment,Yes,Residential
11355000,San Bruno Ave,100,End,18th St,3/6/19,Treatment,Yes,Residential
11353000,San Bruno Ave,100,17th St,Mariposa St,3/6/19,Treatment,No,
8718000,Mariposa St,100,Mississippi St,Texas St,3/6/19,Treatment,Yes,Collector
12763000,Twin Peaks Blvd,100,Bigler Ave \ Clarendon Ave,Mountain Spring Ave \ Raccoon Dr,3/6/19,Treatment,Yes,Residential
32952000,Mountain Spring Ave: Raccoon Dr \ Twin Peaks Blvd Intersection,100,RACCOON DR \ TWIN PEAKS BLVD,Intersection,3/6/19,Treatment,No,
26134000,Burnett Ave: Twin Peaks Blvd Intersection,100,TWIN PEAKS BLVD,Intersection,3/6/19,Treatment,No,
9581000,Newhall St,100,Armstrong Ave,Carroll Ave \ Issleib Ave,3/6/19,Treatment,Yes,Residential
11352000,San Bruno Ave,100,16th St,17th St,3/6/19,Treatment,Yes,Residential
11360000,San Bruno Ave,100,23rd St,24th St,3/6/19,Treatment,Yes,Residential
11351000,San Bruno Ave,100,15th St,16th St,3/6/19,Treatment,Yes,Residential
12809000,Ulloa St,100,32nd Ave,33rd Ave,3/6/19,Treatment,Yes,Residential
12765000,Twin Peaks Blvd,100,Saint Germain Ave,Palo Alto Ave,3/6/19,Treatment,Yes,Residential
23721000,24th St: San Bruno Ave Intersection,100,SAN BRUNO AVE,Intersection,3/6/19,Treatment,No,
12811000,Ulloa St,100,34th Ave,35th Ave,3/6/19,Treatment,Yes,Residential
12842000,Union St,100,Varennes St,Grant Ave,3/6/19,Treatment,Yes,Residential
26260000,Bigler Ave: Clarendon Ave \ Twin Peaks Blvd Intersection,100,CLARENDON AVE \ TWIN PEAKS BLVD,Intersection,3/6/19,Treatment,No,
9582003,Newhall St,100,Bitting Ave,Egbert Ave,3/6/19,Treatment,Yes,Residential
10094000,Pacheco St,100,18th Ave,19th Ave,3/6/19,Treatment,Yes,Residential
12839000,Union St,100,Kearny St,Genoa Pl,3/6/19,Treatment,Yes,Residential
25342000,Union St: Varennes St Intersection,100,VARENNES ST,Intersection,3/6/19,Treatment,No,
23346000,31st Ave: Ulloa St Intersection,100,ULLOA ST,Intersection,3/6/19,Treatment,No,
12766000,TWIN PEAKS BLVD,100,SAINT GERMAIN AVE,PALO ALTO AVE,3/6/19,Treatment,Yes,Residential
9582001,Newhall St,100,Carroll Ave \ Issleib Ave,Lydia Ave,3/6/19,Treatment,Yes,Residential
28180000,Sonoma St: Union St Intersection,100,UNION ST,Intersection,3/6/19,Treatment,No,
21633000,Brazil Ave: Moscow St Intersection,100,MOSCOW ST,Intersection,3/6/19,Treatment,No,
